id,curso,maior_nota,menor_nota,media,atingiu_media,faltas,status,atraso,acordo,periodo,Label,Score
29326,Letras,"8,4","6,2","7,18",1,28,Aluno Formado,1,0,10,0,0.011
29327,Letras,"7,25","2,44","5,6",1,16,Evadido,1,0,8,0,0.0087
29328,Letras,"5,1",0,"2,13",0,22,Cursando,0,0,6,1,0.9934
29330,Letras,"9,5",5,"7,4",1,8,Cursando,1,0,8,0,0.0001
29332,Letras,"7,7","5,95","6,83",1,16,Cursando,0,0,8,0,0.0076
29334,Letras,"8,8","6,75","7,54",1,26,Aluno Formado,1,0,10,0,0.0169
29337,Educação Física,"6,6","0,75","4,63",0,20,Cursando,1,0,8,0,0.0001
29340,Letras,"8,85",6,"7,68",1,27,Aluno Formado,0,0,10,0,0.0112
29342,Letras,"7,85","5,35","7,11",1,8,Cursando,0,0,10,0,0.0009
29343,Letras,"9,05","1,06","4,53",0,28,Cursando,0,0,8,0,0.0648
29344,Letras,"6,15",0,"3,25",0,22,Cursando,0,0,8,0,0.2707
29346,Letras,"8,05","5,82","6,75",1,27,Aluno Formado,1,0,10,0,0.0169
29349,Letras,"8,85","2,85","6,34",1,28,Cursando,1,1,8,0,0.0018
29351,Letras,"9,05","7,1",8,1,28,Aluno Formado,0,0,10,0,0.0111
29352,Letras,"9,35","5,22","7,72",1,28,Aluno Formado,0,0,10,0,0.0111
29354,Letras,"8,15","2,4","5,99",1,28,Aluno Formado,0,0,10,0,0.0111
29356,Letras,"7,55","5,95","6,72",1,28,Aluno Formado,1,0,10,0,0.0091
29359,Gastronomia,"7,85","5,1","6,72",1,4,Cursando,1,0,8,0,0.0
29360,Gastronomia,"7,2","6,3","6,89",1,8,Aluno Formado,0,0,10,0,0.0017
29362,Educação Física,"7,85","5,69","6,48",1,4,Cursando,0,0,8,0,0.0002
29372,Gastronomia,"9,15","5,8","7,78",1,2,Cursando,0,0,10,0,0.0005
29376,Gastronomia,"8,4","5,55","7,05",1,12,Cursando,0,0,8,0,0.0571
29380,Educação Física,"8,23","6,68","7,35",1,8,Cursando,0,0,8,0,0.0012
29381,Gastronomia,"9,15","6,55",8,1,4,Aluno Formado,1,0,10,0,0.0002
29382,Gastronomia,"8,9",5,"6,96",1,6,Aluno Formado,1,0,10,0,0.0001
29384,Gastronomia,"8,33",5,"7,13",1,10,Cursando,1,0,8,0,0.0009
29385,Gastronomia,"7,9",5,"6,08",1,10,Cursando,1,0,10,0,0.0047
29390,Educação Física,"7,5","5,78","6,96",1,8,Cursando,1,0,10,0,0.0004
29391,Letras,"7,26","5,2","6,57",1,14,Cursando,1,0,10,0,0.0562
29392,Letras,"7,7","2,06","5,45",1,8,Cursando,1,0,8,0,0.0001
29395,Gastronomia,"7,7",5,"6,19",1,8,Cursando,0,0,10,0,0.0027
29406,Gastronomia,"7,55","5,35","6,5",1,6,Cursando,1,0,10,0,0.0002
29409,Gastronomia,"7,75","5,7","6,73",1,8,Aluno Formado,0,0,10,0,0.0027
29411,Gastronomia,"7,25",5,"6,17",1,8,Cursando,1,1,10,0,0.0061
29413,Gastronomia,"9,18","6,28","7,95",1,2,Cursando,0,0,8,0,0.0006
29415,Gastronomia,"7,8","5,65","6,53",1,6,Aluno Formado,1,0,10,0,0.0002
29418,Gastronomia,"8,1","5,37","6,95",1,6,Outros,1,0,10,0,0.0002
29419,Gastronomia,"7,73","3,4","6,1",1,6,Cursando,0,0,8,0,0.0008
29422,Gastronomia,"8,98","5,28","6,98",1,2,Cursando,0,0,10,0,0.0007
29424,Gastronomia,"6,8","4,6","5,44",1,8,Cursando,1,0,8,0,0.0001
29425,Gastronomia,"7,83","5,63","6,64",1,8,Aluno Formado,1,0,10,0,0.0006
29431,Gastronomia,"7,85","2,55","5,3",1,16,Cursando,1,0,8,0,0.0099
29432,Gastronomia,"7,55","5,15","6,05",1,10,Aluno Formado,1,0,10,0,0.0008
29433,Letras,"6,13","1,9","4,38",0,12,Cursando,1,1,4,0,0.0136
29434,Gastronomia,"8,08","5,53","7,2",1,6,Aluno Formado,1,0,10,0,0.0
29435,Gastronomia,"7,5",5,"6,32",1,6,Cursando,1,0,10,0,0.0
29436,Gastronomia,"8,9","7,3","8,28",1,6,Aluno Formado,0,0,10,0,0.0001
29437,Gastronomia,"8,1","5,2","7,22",1,4,Aluno Formado,0,0,10,0,0.0001
29438,Gastronomia,"8,6","6,8","7,86",1,6,Aluno Formado,0,0,10,0,0.0001
29440,Gastronomia,"9,8","7,95","8,98",1,2,Aluno Formado,0,0,10,0,0.0001
29441,Gastronomia,"8,23","5,73","7,27",1,6,Aluno Formado,1,0,10,0,0.0
29451,Administração,8,"5,9","6,68",1,16,Aluno Formado,0,0,10,0,0.0573
29453,Administração,"7,83","5,13","6,47",1,12,Aluno Formado,0,0,10,0,0.0082
29471,Letras,"0,5",0,"0,07",0,60,Cursando,0,0,4,1,0.914
29475,Letras,"7,7","5,78","6,57",1,10,Cursando,1,0,8,0,0.0
29479,Educação Física,"7,83","5,27","6,55",1,16,Aluno Formado,1,0,10,0,0.0334
29481,Letras,"9,05",5,"6,71",1,14,Cursando,1,0,10,0,0.0042
29482,Enfermagem,"7,7","1,25","4,77",0,24,Cursando,0,0,8,0,0.0047
29483,Letras,"9,2","5,96","7,89",1,8,Aluno Formado,1,0,10,0,0.0
29484,Biologia,0,0,0,0,36,Cursando,1,0,8,0,0.002
29485,Administração,"9,38","5,23","7,42",1,2,Aluno Formado,0,0,10,0,0.0001
29487,Educação Física,"8,08","2,81","5,47",1,15,Cursando,1,0,10,0,0.0276
29491,Enfermagem,"7,75","3,6","5,28",1,10,Cursando,0,0,6,0,0.0001
29493,Administração,"9,55","6,53","8,32",1,4,Aluno Formado,0,0,10,0,0.0
29496,Enfermagem,"7,1","0,5","2,73",0,34,Cursando,1,0,8,0,0.0011
29498,Administração,0,0,0,0,32,Evadido,0,0,6,0,0.0068
29499,Enfermagem,"8,39","4,5","6,33",1,16,Cursando,1,0,8,0,0.0001
29508,Letras,"7,9","0,5","4,89",0,20,Cursando,1,0,4,0,0.0018
29509,Enfermagem,"8,42",5,"6,34",1,12,Cursando,1,0,10,0,0.0028
29510,Letras,"4,15",0,"1,33",0,76,Evadido,1,0,8,0,0.0094
29514,Educação Física,"7,63",5,"6,14",1,10,Cursando,1,0,8,0,0.0
29519,Enfermagem,"9,75","5,55","8,03",1,2,Aluno Formado,0,0,10,0,0.0001
29523,Administração,"9,3","5,5","7,8",1,8,Aluno Formado,0,0,10,0,0.0001
29524,Gastronomia,"8,8","7,26","8,17",1,6,Cursando,0,0,6,0,0.0001
29525,Gastronomia,"8,65","7,2","8,11",1,2,Aluno Formado,0,0,10,0,0.0001
29527,Administração,"6,75","4,3","5,33",1,10,Cursando,1,0,8,0,0.0
29529,Administração,"9,55","6,65","8,69",1,6,Aluno Formado,0,0,10,0,0.0
29530,Letras,"9,55","8,3","8,73",1,5,Aluno Formado,1,0,10,0,0.0002
29533,Administração,"8,2","6,8","7,45",1,10,Cursando,1,0,8,0,0.0
29536,Biologia,"6,1","0,75","3,95",0,12,Cursando,1,0,8,0,0.0001
29537,Administração,"7,05","1,78","4,84",0,18,Cursando,1,0,8,0,0.0002
29542,Letras,0,0,0,0,48,Cursando,1,0,6,0,0.0252
29544,Matemática,"6,35","0,75","3,58",0,12,Cursando,0,0,8,0,0.0003
29546,Gastronomia,9,"5,4","7,75",1,4,Aluno Formado,1,0,10,0,0.0
29549,Administração,"8,75","6,1","7,74",1,9,Aluno Formado,0,0,10,0,0.0164
29551,Enfermagem,"6,5","2,35","4,94",0,12,Cursando,0,0,8,0,0.0003
29555,Administração,"7,68","3,18","5,86",1,10,Aluno Formado,0,0,10,0,0.0012
29556,Administração,"9,5","6,2","7,55",1,16,Aluno Formado,1,0,10,0,0.0334
29563,Biologia,"6,43","1,25","4,02",0,12,Cursando,0,0,6,0,0.0022
29564,Administração,"7,55","5,7","6,38",1,16,Cursando,0,0,8,0,0.0002
29565,Administração,"8,85","5,45","7,2",1,6,Cursando,1,0,10,0,0.0
29566,Matemática,"7,53",5,"5,96",1,17,Cursando,1,0,8,0,0.0004
29567,Administração,"6,3","0,5","3,14",0,18,Cursando,0,0,8,0,0.004
29570,Letras,"9,55","5,25","7,4",1,12,Cursando,1,0,10,0,0.0028
29572,Letras,"9,55",5,"7,24",1,27,Aluno Formado,0,0,10,0,0.0016
29579,Matemática,"7,18",5,"6,19",1,14,Cursando,0,0,8,0,0.0002
29580,Letras,"6,25","1,85","4,2",0,16,Cursando,1,0,6,0,0.0018
29582,Educação Física,"8,05","6,62","7,34",1,0,Aluno Formado,0,0,10,0,0.0026
29583,Administração,"5,44","0,5","2,39",0,28,Outros,0,0,6,0,0.0209
29584,Gastronomia,"8,9","5,5","7,35",1,8,Aluno Formado,1,0,10,0,0.0001
29586,Enfermagem,"8,45","5,4","7,51",1,2,Cursando,0,0,10,0,0.0001
29589,Educação Física,"7,71","5,7","6,82",1,2,Cursando,0,0,8,0,0.0
29590,Educação Física,"7,68","0,63","3,87",0,12,Cursando,0,0,8,0,0.0004
29592,Letras,"0,5",0,"0,15",0,58,Evadido,1,1,4,0,0.4804
29595,Administração,"8,65","2,41","5,39",1,10,Cursando,1,0,8,0,0.0
29597,Letras,"9,15","5,2","6,82",1,6,Cursando,0,0,8,0,0.0
29598,Gastronomia,"6,25",2,"4,41",0,8,Cursando,0,0,8,0,0.0017
29599,Enfermagem,"5,95","1,25","4,6",0,20,Aluno Formado,0,0,10,0,0.008
29601,Letras,"7,9","6,09","6,8",1,27,Aluno Formado,1,0,10,0,0.0037
29604,Gastronomia,"8,6","6,2","7,61",1,4,Cursando,0,0,10,0,0.0001
29606,Educação Física,"8,54","5,74","7,24",1,12,Aluno Formado,1,0,10,0,0.0055
29607,Letras,"9,55","8,7","9,09",1,28,Aluno Formado,0,0,10,0,0.0033
29608,Letras,"8,4","6,5","7,15",1,12,Aluno Formado,1,0,10,0,0.0055
29612,Matemática,"7,4",5,6,1,10,Cursando,0,0,10,0,0.0023
29614,Gastronomia,"8,98",5,"6,92",1,5,Aluno Formado,0,0,10,0,0.0006
29618,Letras,"8,95","5,77","7,06",1,12,Cursando,0,0,8,0,0.0012
29619,Administração,"7,13","3,38","5,6",1,8,Cursando,0,0,8,0,0.0
29620,Administração,"9,63","6,76","7,57",1,10,Cursando,0,0,10,0,0.0023
29621,Letras,"7,8","2,36","6,1",1,25,Cursando,1,0,8,0,0.0
29624,Educação Física,5,"0,5","1,91",0,80,Outros,1,0,8,0,0.0024
29632,Enfermagem,"9,43","6,28","7,51",1,4,Aluno Formado,0,0,10,0,0.0001
29642,Letras,"9,15","6,35","7,57",1,8,Cursando,1,0,10,0,0.0001
29643,Educação Física,"7,09",5,"5,94",1,12,Cursando,0,0,10,0,0.0185
29644,Gastronomia,"7,7","4,4","6,37",1,20,Cursando,1,0,10,0,0.0459
29645,Enfermagem,"3,08","0,88","1,59",0,22,Cursando,0,0,8,0,0.045
29646,Administração,"7,82","2,3","5,51",1,12,Cursando,1,0,10,0,0.0106
29647,Letras,"7,4","5,3","6,62",1,4,Aluno Formado,1,0,10,0,0.0001
29653,Administração,"8,28","5,03","6,32",1,12,Aluno Formado,0,0,10,0,0.0185
29654,Letras,"8,4","3,45","6,95",1,28,Cursando,1,0,10,0,0.0098
29655,Administração,5,"1,05","2,93",0,8,Cursando,1,0,6,0,0.0019
29658,Gastronomia,"9,5",5,"6,91",1,6,Cursando,1,0,10,0,0.0001
29659,Administração,"7,75","1,4","4,63",0,28,Evadido,1,1,8,0,0.0003
29666,Educação Física,"8,85","6,1","7,5",1,6,Aluno Formado,1,0,10,0,0.0001
29668,Biologia,"2,2",1,"1,8",0,14,Cursando,0,0,2,1,0.7817
29673,Gastronomia,"9,4","7,23","8,26",1,4,Cursando,0,0,8,0,0.0
29674,Administração,"8,85",1,"4,54",0,24,Aluno Formado,1,1,10,0,0.0701
29675,Administração,8,0,"4,76",0,28,Cursando,1,0,10,0,0.0051
29678,Enfermagem,"8,28","1,4","4,2",0,6,Cursando,0,0,8,0,0.0005
29679,Enfermagem,"8,8",5,"6,22",1,12,Aluno Formado,1,0,10,0,0.0106
29680,Administração,"8,43","5,78","7,17",1,16,Cursando,1,0,10,0,0.3525
29682,Enfermagem,"9,55",5,"6,83",1,6,Outros,0,0,10,0,0.0002
29684,Letras,"9,75","8,05","8,74",1,27,Aluno Formado,0,0,10,0,0.0253
29686,Administração,"8,5",5,"6,17",1,10,Aluno Formado,0,0,10,0,0.0048
29690,Letras,"7,84","6,14","7,28",1,17,Aluno Formado,1,0,10,1,0.7041
29691,Biologia,"6,38","0,63","4,03",0,6,Cursando,0,0,8,0,0.0009
29692,Administração,"7,45",5,"5,84",1,18,Cursando,0,0,10,1,0.5016
29695,Educação Física,"7,2","6,6","6,9",1,18,Aluno Formado,0,0,10,1,0.5016
29696,Letras,"8,15",5,"6,5",1,8,Cursando,0,0,8,0,0.0
29708,Educação Física,"8,9","7,17","8,17",1,12,Aluno Formado,0,0,10,0,0.0205
29710,Administração,"5,63","0,13","3,04",0,10,Cursando,1,0,6,0,0.0624
29711,Educação Física,"9,15","8,47","8,82",1,4,Cursando,1,0,10,0,0.0001
29713,Letras,"2,55","0,15","1,03",0,22,Cursando,0,0,6,1,0.9718
29735,Letras,"9,55","5,58","7,5",1,12,Aluno Formado,0,0,10,0,0.0028
29737,Enfermagem,"8,5",5,"6,15",1,15,Cursando,0,0,10,0,0.0405
29738,Letras,"5,6","1,85","2,9",0,12,Evadido,0,0,4,0,0.3527
29742,Administração,"8,63","5,08","6,5",1,8,Aluno Formado,1,0,10,0,0.0001
29749,Administração,"6,15","1,83","4,38",0,10,Cursando,0,0,8,0,0.0004
29750,Administração,"8,38","6,51","7,78",1,8,Aluno Formado,0,0,10,0,0.0001
29751,Educação Física,"8,45","6,73","7,7",1,12,Aluno Formado,1,0,10,0,0.0038
29753,Educação Física,"4,4","0,7","2,39",0,16,Cursando,1,0,8,0,0.0009
29755,Administração,"7,13","2,73","5,06",1,10,Cursando,1,0,6,0,0.0001
29757,Administração,"9,25",5,"6,75",1,4,Aluno Formado,0,0,10,0,0.0001
29763,Administração,"5,08","1,23","3,43",0,18,Evadido,1,1,8,0,0.002
29764,Administração,7,"5,58","6,21",1,10,Cursando,0,0,8,0,0.0
29769,Educação Física,"8,73","6,13","7,25",1,6,Aluno Formado,1,0,10,0,0.0
29772,Administração,"5,9","0,78","4,02",0,21,Cursando,0,0,8,0,0.4256
29778,Administração,"5,16","3,7","4,81",0,10,Cursando,0,0,2,0,0.0279
29781,Educação Física,"9,11",5,"6,93",1,12,Cursando,1,0,10,0,0.0037
29783,Letras,"8,69","6,7","7,6",1,8,Cursando,0,0,8,0,0.0
29784,Administração,"9,25","6,35","7,26",1,8,Cursando,1,0,10,0,0.0001
29789,Educação Física,"8,55","0,75","5,74",1,30,Cursando,0,0,10,0,0.0038
29796,Administração,9,"5,55","6,68",1,20,Aluno Formado,1,0,10,0,0.011
29798,Letras,"7,45",5,"6,24",1,10,Cursando,1,0,6,0,0.0001
29801,Administração,"9,15","5,44","7,2",1,10,Aluno Formado,0,0,10,0,0.0011
29811,Letras,"8,55","5,24","7,4",1,28,Aluno Formado,0,0,10,0,0.0023
29816,Educação Física,"7,75",5,"6,27",1,14,Cursando,0,0,8,0,0.0
29818,Biologia,"6,83","0,63","5,45",1,4,Cursando,1,0,8,0,0.0
29823,Educação Física,6,"3,3","4,99",0,8,Cursando,1,0,8,0,0.0013
29825,Educação Física,"9,63","5,96","7,62",1,8,Aluno Formado,0,0,10,0,0.0001
29826,Letras,"9,55","6,94","8,29",1,27,Aluno Formado,1,0,10,0,0.0055
29827,Letras,10,"8,35","9,39",1,28,Aluno Formado,0,1,10,0,0.004
29833,Gastronomia,"7,4","5,2","6,42",1,6,Cursando,0,0,8,0,0.0
29834,Educação Física,"7,9","5,75","6,94",1,8,Cursando,0,0,9,0,0.018
29837,Administração,"7,98","5,41","6,6",1,8,Cursando,0,0,10,0,0.0001
29840,Matemática,"8,65","5,05","6,84",1,2,Cursando,0,0,10,0,0.0001
29850,Administração,"9,3","5,2","7,57",1,2,Aluno Formado,0,0,10,0,0.0001
29854,Letras,"8,25","5,9","6,79",1,16,Cursando,1,1,8,0,0.0001
29856,Educação Física,"8,33","3,26","6,04",1,6,Aluno Formado,0,0,10,0,0.0001
29857,Matemática,"8,28",5,"6,37",1,12,Cursando,1,0,10,0,0.0035
29863,Administração,"6,33","1,23","4,56",0,12,Evadido,1,0,8,0,0.0061
29864,Administração,5,0,"1,87",0,20,Cursando,1,1,6,0,0.0418
29866,Administração,"8,83","5,18","6,77",1,10,Aluno Formado,1,0,10,0,0.0011
29868,Letras,9,5,"7,19",1,14,Aluno Formado,1,0,10,0,0.009
29879,Educação Física,"3,05","0,5","1,19",0,40,Evadido,1,0,6,0,0.0069
29880,Administração,"6,58","5,43","6,19",1,2,Cursando,1,0,8,0,0.0
29889,Letras,"7,65","6,45","6,88",1,28,Aluno Formado,0,0,10,0,0.0019
29892,Administração,"5,88",5,"5,35",1,4,Cursando,1,0,9,0,0.0151
29893,Administração,"8,95",5,"6,53",1,12,Cursando,0,0,8,0,0.0001
29894,Administração,"5,6","1,7","4,28",0,8,Cursando,0,0,8,0,0.0047
29896,Biologia,"8,03","2,42","6,07",1,16,Cursando,0,0,8,0,0.0
29897,Educação Física,"9,02","5,63","7,03",1,6,Cursando,1,0,10,0,0.0
29903,Enfermagem,"6,73","2,58","4,36",0,12,Evadido,1,0,8,0,0.0061
29907,Educação Física,"8,42","5,95","7,45",1,4,Aluno Formado,0,0,10,0,0.0001
29914,Enfermagem,"8,13","5,45","7,42",1,6,Cursando,0,0,8,0,0.0
29915,Letras,"9,35",5,"6,73",1,10,Cursando,1,0,9,0,0.0314
29917,Biologia,"9,08","5,88","6,97",1,4,Cursando,0,0,10,0,0.0001
29923,Educação Física,"9,03","2,38","5,04",1,8,Cursando,0,0,8,0,0.0
29933,Letras,"7,65",5,"5,82",1,12,Cursando,0,0,8,0,0.0001
29934,Matemática,"2,55","0,15","0,42",0,40,Cursando,1,0,4,0,0.0669
29938,Administração,"8,23","5,03","6,26",1,2,Cursando,0,0,6,0,0.0002
29957,Administração,"6,25","0,15","4,17",0,30,Cursando,1,0,8,0,0.0007
29959,Administração,"9,3","7,15","8,23",1,8,Aluno Formado,0,0,10,0,0.0001
29965,Enfermagem,"7,71","1,5","4,67",0,10,Cursando,0,0,6,0,0.0061
29969,Biologia,"9,25","5,65","7,13",1,2,Cursando,0,0,8,0,0.0001
29980,Biologia,"8,43",0,"3,75",0,18,Cursando,1,0,8,0,0.0019
29985,Administração,"8,63",5,"7,02",1,8,Cursando,0,0,8,0,0.0
29987,Administração,"9,68","5,23","7,75",1,8,Aluno Formado,1,0,10,0,0.0001
29990,Enfermagem,7,"0,16","2,82",0,28,Cursando,1,0,8,0,0.0
29991,Administração,"7,98","5,03","6,08",1,12,Aluno Formado,1,0,10,0,0.0035
30005,Administração,"8,65","6,1","7,2",1,8,Aluno Formado,0,0,10,0,0.0001
30006,Gastronomia,"8,9","2,1","6,4",1,8,Cursando,1,0,4,0,0.0001
30012,Administração,6,5,"5,6",1,8,Cursando,0,0,4,0,0.0001
30018,Gastronomia,"7,7","6,05","6,99",1,6,Cursando,0,0,8,0,0.0
30024,Letras,6,"0,5","2,24",0,14,Evadido,0,0,4,1,0.7156
32228,Educação Física,"6,6",0,"2,32",0,22,Cursando,1,0,8,0,0.0004
32236,Matemática,"6,68",5,"5,64",1,6,Cursando,1,1,8,0,0.0001
32243,Administração,"1,47",0,"0,98",0,26,Cursando,1,0,2,0,0.0151
32248,Enfermagem,"8,37","4,4","6,32",1,8,Cursando,0,0,8,0,0.0
32255,Letras,"6,7",0,"1,59",0,50,Cursando,0,0,8,0,0.0011
32257,Administração,"5,98","4,32","5,19",1,14,Cursando,1,0,8,0,0.0
32264,Administração,"7,75","5,85","6,5",1,16,Aluno Formado,1,1,10,0,0.0504
32266,Enfermagem,"8,58","4,48","6,4",1,12,Aluno Formado,1,0,10,0,0.0035
32268,Enfermagem,"6,88","2,8","4,81",0,6,Cursando,0,0,6,0,0.0008
32274,Enfermagem,"9,35",5,"7,35",1,2,Cursando,0,0,8,0,0.0001
32276,Enfermagem,"4,15","1,5","2,99",0,14,Cursando,1,0,6,1,0.6593
32291,Letras,"8,34","4,03","6,16",1,14,Evadido,1,0,8,0,0.0
32293,Letras,"9,05","5,97","7,23",1,28,Cursando,0,0,10,0,0.0019
32299,Administração,"7,83","3,43","5,76",1,8,Cursando,0,0,6,0,0.0001
32300,Letras,8,5,"6,54",1,20,Cursando,1,1,10,0,0.029
32308,Letras,"6,45","3,1","5,22",1,8,Cursando,0,0,8,0,0.0
32311,Enfermagem,5,0,"1,37",0,38,Cursando,1,0,6,0,0.0252
32319,Administração,"7,32",5,"5,49",1,6,Cursando,0,0,8,0,0.0
32320,Administração,7,5,"5,71",1,8,Cursando,0,0,8,0,0.0
32334,Enfermagem,"8,19","2,7","5,98",1,8,Cursando,1,0,8,0,0.0
32343,Educação Física,"5,4","0,75","2,38",0,48,Cursando,1,1,6,0,0.0016
32357,Administração,8,"5,25","6,65",1,8,Aluno Formado,1,0,10,0,0.0001
32369,Letras,"8,25","5,15","6,91",1,8,Cursando,0,0,8,0,0.0
32533,Gastronomia,"8,1","5,35","6,74",1,16,Cursando,0,0,8,0,0.0
32534,Educação Física,"8,19","6,03","6,99",1,10,Aluno Formado,0,0,10,0,0.0014
32536,Biologia,"5,68","0,13","3,48",0,20,Evadido,1,0,8,0,0.0005
32538,Administração,"9,48","3,57","5,79",1,10,Cursando,0,0,8,0,0.0
32543,Administração,"7,8","5,4","6,8",1,12,Cursando,0,0,10,0,0.0036
32544,Educação Física,"8,67","5,27","6,7",1,8,Aluno Formado,0,0,10,0,0.0001
32700,Gastronomia,"8,35","5,15","6,54",1,0,Aluno Formado,0,0,10,0,0.0051
32709,Administração,"7,93","5,78","6,98",1,8,Cursando,0,0,10,0,0.0001
32711,Administração,"6,73","2,18","4,87",0,16,Cursando,0,0,10,0,0.3887
32717,Letras,"9,75","7,33","8,36",1,4,Aluno Formado,0,0,10,0,0.0001
32728,Administração,8,"5,35","6,49",1,12,Aluno Formado,0,0,10,0,0.0036
32731,Educação Física,"9,8","7,41","8,78",1,0,Aluno Formado,0,0,10,0,0.0051
32735,Gastronomia,"7,1",5,"5,87",1,12,Cursando,0,0,8,0,0.0001
32740,Educação Física,"8,08","6,67","7,24",1,10,Aluno Formado,0,0,10,0,0.0014
32745,Letras,"8,6",6,"7,12",1,28,Aluno Formado,0,0,10,0,0.0046
32748,Letras,"8,6","5,55","7,28",1,28,Aluno Formado,0,0,10,0,0.0046
32754,Administração,10,"6,95","8,54",1,8,Aluno Formado,0,0,10,0,0.0001
32757,Gastronomia,"8,23","1,8","5,86",1,12,Cursando,0,0,6,0,0.001
32760,Letras,"9,21","7,7","8,22",1,28,Aluno Formado,0,0,10,0,0.0046
32762,Administração,9,5,"6,16",1,16,Cursando,0,0,10,0,0.0303
32766,Administração,"8,5","5,18","6,8",1,14,Aluno Formado,0,0,10,0,0.0051
32768,Letras,"9,2","7,15","8,25",1,2,Cursando,0,0,8,0,0.0001
32772,Administração,"8,75","5,55","6,86",1,8,Aluno Formado,0,0,10,0,0.0001
32777,Enfermagem,10,"6,15","8,32",1,6,Aluno Formado,0,0,10,0,0.0001
32783,Matemática,"8,92","7,55","8,12",1,8,Aluno Formado,0,0,10,0,0.0001
32786,Matemática,"9,65",7,"8,09",1,12,Aluno Formado,0,0,10,0,0.0036
32800,Educação Física,"8,3","6,91","7,63",1,8,Aluno Formado,0,0,10,0,0.0001
32804,Administração,"8,88","5,58","7,28",1,8,Aluno Formado,0,0,10,0,0.0001
32807,Administração,"9,73","6,65","8,81",1,4,Aluno Formado,0,0,10,0,0.0001
32812,Gastronomia,"7,6","5,03","6,63",1,8,Aluno Formado,0,0,10,0,0.0001
32820,Administração,"9,5","6,05","7,69",1,10,Aluno Formado,0,0,10,0,0.0014
32847,Educação Física,"9,1","6,91","8,28",1,4,Outros,0,0,10,0,0.0001
32850,Biologia,"8,4","2,2","5,14",1,20,Cursando,0,0,6,0,0.0197
32864,Matemática,"9,1","7,2","8,53",1,6,Cursando,0,0,8,0,0.0
32867,Administração,8,5,"6,45",1,10,Aluno Formado,0,0,10,0,0.0014
32870,Administração,"8,7","5,81","7,44",1,12,Aluno Formado,0,0,10,0,0.0036
32879,Administração,"0,38",0,"0,15",0,36,Evadido,0,0,8,0,0.1049
32885,Educação Física,"8,85",5,"6,68",1,8,Cursando,0,0,8,0,0.0
32888,Educação Física,"8,55","6,37","7,54",1,12,Cursando,0,0,10,0,0.0036
32892,Administração,"6,1","1,85","4,6",0,12,Cursando,0,0,8,0,0.0202
32900,Administração,"8,63","5,38","7,26",1,12,Aluno Formado,0,0,10,0,0.0036
32903,Enfermagem,"9,88","5,93","7,47",1,4,Aluno Formado,0,0,10,0,0.0001
33298,Administração,"5,53","0,88","4,61",0,20,Cursando,1,0,6,1,0.9819
33301,Administração,"7,98","5,13","6,34",1,10,Aluno Formado,0,0,10,0,0.0014
33302,Letras,"5,2","2,55","4,51",0,46,Cursando,1,0,6,1,0.943
33303,Administração,"8,5","4,1","5,49",1,16,Cursando,0,0,10,0,0.0177
33305,Administração,"8,13",5,"6,33",1,12,Aluno Formado,1,0,10,0,0.0037
33312,Enfermagem,"5,95","0,7","2,8",0,24,Cursando,1,0,6,1,0.9845
33314,Gastronomia,"5,5","1,4","4,52",0,12,Cursando,1,0,8,0,0.035
33315,Letras,"8,25","5,65","7,16",1,28,Cursando,1,0,10,0,0.0033
33317,Letras,"8,7","6,83","7,85",1,26,Aluno Formado,1,0,10,0,0.0065
33318,Administração,"7,35","5,04","6,08",1,12,Cursando,1,0,8,0,0.0001
33319,Letras,"8,45","6,65","7,5",1,10,Cursando,0,0,10,0,0.0014
33404,Biologia,"7,93",5,"6,14",1,0,Cursando,1,0,8,0,0.0001
33407,Letras,"8,3",5,"6,69",1,6,Cursando,1,0,8,0,0.0
33410,Biologia,"9,75",5,"7,17",1,12,Cursando,1,0,8,0,0.0001
33411,Educação Física,"6,65","0,5","4,32",0,28,Evadido,1,1,8,0,0.0001
33412,Educação Física,"7,75",5,"5,97",1,8,Cursando,0,0,8,0,0.0
33414,Administração,"8,4","5,3","6,72",1,8,Cursando,0,0,8,0,0.0
33419,Educação Física,"5,33","1,98","4,44",0,16,Cursando,0,0,8,0,0.0207
33421,Biologia,"8,25","5,2","6,28",1,6,Cursando,1,0,8,0,0.0
33422,Letras,"8,24","5,25","6,53",1,10,Cursando,1,0,8,0,0.0
33425,Letras,"8,05","5,9","7,02",1,8,Aluno Formado,0,0,10,0,0.0001
33428,Educação Física,"8,45","5,95","7,17",1,12,Cursando,1,0,8,0,0.0001
33429,Administração,"6,24","2,75","5,15",1,16,Cursando,1,0,8,0,0.0
33430,Matemática,"6,68",1,"3,45",0,14,Cursando,1,0,6,1,0.6833
33432,Administração,"8,81","0,63","4,85",0,12,Cursando,1,0,8,0,0.0237
33433,Letras,"9,4",6,"7,48",1,10,Cursando,0,0,8,0,0.0
33435,Administração,"6,08",5,"5,33",1,12,Cursando,0,0,8,0,0.0001
33444,Administração,"7,53","3,48","5,56",1,6,Cursando,0,0,8,0,0.0
33450,Matemática,"5,85","0,5","4,31",0,44,Cursando,1,0,8,0,0.0001
33452,Letras,"8,5","4,35","6,1",1,10,Cursando,1,0,8,0,0.0
33454,Educação Física,"7,42","6,5","7,03",1,4,Cursando,1,0,8,0,0.0
33455,Biologia,"8,25","1,2","6,61",1,18,Cursando,1,0,8,0,0.0
